;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SERIE;ANO;CODUP;NOMEUP;Hiper_e_Supermercados_estabelecimentos_hab;Mercearias_e_similares_estabelecimentos_hab;Distribuicao_de_equipamentos_culturais;Livrarias_e_papelarias_M2_hab;Locadoras;Bancas_de_revista;Matricula_na_Educacao_Infantil;Matricula_no_Ensino_Fundamental;indice_de_Aproveitamento_no_Ensino_Fundamental;Matricula_no_Ensino_Medio;indice_de_Aproveitamento_no_Ensino_Medio;Quadras_campos_e_pistas_de_cooper;area_residencial_adequada;Padrao_de_acabamento;Seguranca_do_Terreno_indice_de_risco_geologico_efetivo;indice_de_Salubridade_Ambiental;Fornecimento_de_Energia_Eletrica;Possibilidade_de_acesso_Pavimentacao;Numero_de_veiculos_por_habitante;Frequencia_das_linhas_por_UP;Tranquilidade_sonora;Ausencia_de_coletivos_poluidores;area_de_verde__por_habitante;Centros_de_saude;Outros_equipamentos_de_assistencia_medica_estabelecimento_hab;Equipamentos_odontologicos_estabelecimento_habitante;APVP;Agencias_bancarias;Postos_de_gasolina;Farmacias;Espacos_publicos_para_inclusao_digital;Correios;Telefones_Publicos;Ausencia_de_crimes_contra_a_pessoa_homicidios_tentados_e_consumados;Ausencia_de_crimes_contra_o_patrimônio_roubo_e_furto;Ausencia_de_acidentes_de_trânsito;IOL_1_Abastecimento;IOL_2_Cultura;IOL_3_Educacao;IOL_4_Esportes;IOL_5_Habitacao;IOL_6_Infra-estrutura_urbana;IOL_7_Meio_Ambiente;IOL_8_Saude;IOL_9_Servicos_Urbanos;IOL_10_Seguranca_urbana;IQVU_1_Abastecimento;IQVU_2_Cultura;IQVU_3_Educacao;IQVU_4_Esportes;IQVU_5_Habitacao;IQVU_6_Infra-estrutura_urbana;IQVU_7_Meio_Ambiente;IQVU_8_Saude;IQVU_9_Servicos_Urbanos;IQVU_10_Seguranca_urbana;IOL;IQVU
SERIE HISTÓRICA;1994;2210;Prado Lopes;;;0,00;9,70;;;;38,88;;0,00;0,00;;2,09;0,51;;;93,20;77,21;0,42;;153,10;;;0,11;;;;0,00;;;;;11,60;;42,06;133,42;0,42731;0,01031;0,40920;;0,07268;0,74870;0,95000;0,22004;0,02932;0,80386;0,55381;0,26605;0,54293;;0,07268;0,74870;0,95000;0,39407;0,32378;0,80386;0,39362;0,48555
SERIE HISTÓRICA;1994;2301;Jaqueline;;;0,00;0,71;;;;145,65;;24,14;59,19;;7,80;4,07;;;98,06;39,18;5,75;;153,10;;;0,09;;;;0,00;;;;;13,21;;16,03;53,06;0,45769;0,00077;0,78591;;0,25205;0,53529;0,95000;0,21288;0,03309;0,49817;0,45911;0,15301;0,78215;;0,25205;0,53529;0,95000;0,26532;0,11472;0,49817;0,41749;0,43801
SERIE HISTÓRICA;1994;2302;Isidoro Norte;;;0,00;0,00;;;;203,51;;0,00;0,00;;6,59;3,66;;;100,00;30,07;14,04;;153,10;;;0,00;;;;0,00;;;;;10,18;;79,14;251,99;0,27501;0,00000;0,41122;;0,21903;0,64755;0,95000;0,00000;0,02591;0,96122;0,27974;0,15918;0,46900;;0,21903;0,64755;0,95000;0,08028;0,12202;0,96122;0,37341;0,40788
SERIE HISTÓRICA;1994;2304;Planalto;;;0,00;64,86;;;;301,27;;70,63;61,57;;25,00;8,22;;;98,90;81,79;5,35;;141,10;;;0,07;;;;0,00;;;;;22,81;;22,74;75,68;0,49802;0,39120;0,78305;;0,59849;0,63120;0,93677;0,18153;0,19376;0,62282;0,52247;0,39120;0,77695;;0,59849;0,63120;0,93677;0,28344;0,28485;0,62282;0,53652;0,56197
SERIE HISTÓRICA;1994;2305;Säo Bernardo;;;0,00;9,90;;;;153,83;;27,60;83,63;;11,17;3,77;;;99,74;78,69;0,00;;151,10;;;0,04;;;;0,00;;;;;15,64;;13,21;40,59;0,51105;0,34142;0,82989;;0,31460;0,77236;0,94800;0,13232;0,14902;0,40930;0,53538;0,44749;0,81121;;0,31460;0,77236;0,94800;0,21578;0,24501;0,40930;0,48411;0,50905
SERIE HISTÓRICA;1994;2306;Tupi/Floramar;;;0,00;8,41;;;;127,57;;0,00;0,00;;10,22;4,42;;;99,37;54,04;1,85;;142,10;;;0,04;;;;0,00;;;;;13,30;;6,84;24,76;0,41855;0,05795;0,45822;;0,30832;0,74480;0,93799;0,17895;0,10458;0,26709;0,42012;0,22492;0,49871;;0,30832;0,74480;0,93799;0,26312;0,21791;0,26709;0,40357;0,43822
SERIE HISTÓRICA;1994;2307;Primeiro de Maio;;;0,00;19,91;;;;115,24;;19,99;70,25;;8,91;3,47;;;99,90;74,81;3,01;;139,10;;;0,10;;;;0,00;;;;;12,96;;7,18;27,87;0,46657;0,07871;0,81401;;0,26751;0,77634;0,93424;0,21692;0,06995;0,28835;0,49772;0,26055;0,80122;;0,26751;0,77634;0,93424;0,30482;0,20994;0,28835;0,45484;0,48883
SERIE HISTÓRICA;1994;2308;Jardim Felicidade;;;0,00;0,00;;;;320,90;;44,31;0,00;;0,97;0,52;;;56,93;8,85;0,72;;153,10;;;0,07;;;;0,00;;;;;5,01;;27,13;90,88;0,09100;0,00000;0,43488;;0,03824;0,55787;0,95000;0,18459;0,01312;0,67258;0,09195;0,14308;0,44144;;0,03824;0,55787;0,95000;0,23591;0,09271;0,67258;0,31351;0,33467
SERIE HISTÓRICA;1994;2401;Cabana;;;0,00;10,72;;;;219,09;;35,85;71,51;;5,55;2,29;;;99,83;87,54;3,73;;126,10;;;0,07;;;;0,15;;;;;29,84;;4,17;13,11;0,43374;0,07726;0,79539;;0,17899;0,77188;0,91520;0,39184;0,13447;0,15325;0,45908;0,27653;0,79537;;0,17899;0,77188;0,91520;0,46071;0,29307;0,15325;0,45162;0,48671
SERIE HISTÓRICA;1994;2402;Jardim América;;;0,00;24,63;;;;184,45;;57,12;67,19;;20,25;6,72;;;99,09;74,10;3,73;;124,10;;;0,07;;;;0,44;;;;;36,55;;2,06;8,79;0,54260;0,14135;0,85076;;0,51227;0,77820;0,91181;0,41458;0,27280;0,10328;0,61053;0,36759;0,83860;;0,51227;0,77820;0,91181;0,41401;0,54658;0,10328;0,54801;0,58869
SERIE HISTÓRICA;1994;2403;Barroca;;;0,02;76,94;;;;145,48;;55,29;72,88;;47,09;11,65;;;99,72;91,57;7,97;;98,10;;;0,00;;;;1,61;;;;;52,10;;4,26;8,67;0,77460;0,37584;0,81139;;0,82139;0,79577;0,85333;0,47739;0,53311;0,14878;0,76710;0,54615;0,80602;;0,82139;0,79577;0,85333;0,47234;0,52389;0,14878;0,66718;0,66927
SERIE HISTÓRICA;1994;2404;Morro das Pedras;;;0,00;1,87;;;;0,00;;0,00;0,00;;2,21;0,68;;;57,73;66,13;0,27;;149,10;;;0,00;;;;0,00;;;;;9,33;;16,11;55,12;0,18921;0,00203;0,00000;;0,07766;0,65365;0,94593;0,00050;0,05628;0,49287;0,35441;0,16390;0,31283;;0,07766;0,65365;0,94593;0,13031;0,15816;0,49287;0,25298;0,34110
SERIE HISTÓRICA;1994;2405;Betânia;;;0,00;25,28;;;;176,40;;27,33;64,26;;14,94;5,97;;;99,06;76,60;2,66;;142,10;;;0,12;;;;0,25;;;;;25,57;;8,04;27,67;0,48013;0,19800;0,80068;;0,41912;0,76748;0,93799;0,35128;0,19227;0,29581;0,50400;0,40601;0,80067;;0,41912;0,76748;0,93799;0,47961;0,42087;0,29581;0,51819;0,56945
SERIE HISTÓRICA;1994;2406;Estoril/Buritis/Pilar Oeste;;;0,00;121,28;;;;51,70;;0,00;0,00;;24,05;6,72;;;99,74;82,48;2,38;;145,10;;;3,14;;;;1,93;;;;;78,39;;123,50;410,89;0,66091;0,42466;0,43485;;0,55837;0,73211;0,94153;0,49251;0,49530;0,99426;0,65295;0,42427;0,44108;;0,55837;0,73211;0,94153;0,45948;0,46837;0,99426;0,62157;0,61415
SERIE HISTÓRICA;1994;2501;Garças/Braúnas;;;0,00;0,00;;;;749,23;;97,56;63,10;;22,18;6,42;;;94,65;43,50;4,26;;150,10;;;0,00;;;;0,00;;;;;61,92;;152,40;488,80;0,42936;0,00000;0,81337;;0,53030;0,43556;0,94698;0,00000;0,29700;0,99775;0,43756;0,16465;0,81336;;0,53030;0,43556;0,94698;0,08823;0,34001;0,99775;0,49367;0,51634
SERIE HISTÓRICA;1994;2502;Santa Amélia;;;0,04;25,97;;;;145,64;;67,65;0,00;;28,68;9,99;;;98,94;72,93;11,75;;136,10;;;0,00;;;;0,38;;;;;42,41;;10,35;34,23;0,84810;0,44774;0,48176;;0,66507;0,62747;0,93027;0,17300;0,33981;0,35395;0,81692;0,44666;0,52761;;0,66507;0,62747;0,93027;0,26712;0,41280;0,35395;0,53198;0,55662
SERIE HISTÓRICA;1994;2503;Pampulha;;;0,17;369,01;;;;456,00;;200,32;64,04;;59,78;13,70;;;99,41;96,13;10,40;;142,10;;;0,17;;;;1,70;;;;;86,07;;28,87;79,09;0,74351;0,86990;0,86723;;0,89092;0,62427;0,93799;0,77087;0,56885;0,68111;0,73394;0,81102;0,85633;;0,89092;0,62427;0,93799;0,65238;0,54737;0,68111;0,76436;0,74146
SERIE HISTÓRICA;1994;2504;Jaraguá;;;0,00;135,26;;;;118,79;;14,86;0,00;;24,09;7,15;;;99,41;100,00;3,21;;133,10;;;0,04;;;;0,77;;;;;38,65;;12,73;38,61;0,69901;0,43137;0,47271;;0,56825;0,65776;0,92605;0,13987;0,36350;0,40631;0,68387;0,43086;0,52618;;0,56825;0,65776;0,92605;0,22986;0,44088;0,40631;0,50700;0,53383
SERIE HISTÓRICA;1994;2505;Sarandi;;;0,00;15,91;;;;57,75;;0,00;0,00;;13,99;6,51;;;98,87;72,20;0,68;;149,10;;;0,04;;;;0,00;;;;;18,98;;13,96;45,37;0,39388;0,01657;0,45067;;0,40975;0,76995;0,94593;0,13010;0,19944;0,44000;0,41806;0,20316;0,46838;;0,40975;0,76995;0,94593;0,20977;0,27330;0,44000;0,44091;0,47002
SERIE HISTÓRICA;1994;2506;Castelo;;;0,00;0,00;;;;0,00;;0,00;0,00;;26,71;8,77;;;96,38;83,97;6,57;;152,10;;;0,00;;;;0,00;;;;;90,31;;318,39;1029,60;0,55187;0,00000;0,00000;;0,62675;0,79964;0,94901;0,00000;0,40386;1,00000;0,58887;0,17248;0,04454;;0,62675;0,79964;0,94901;0,07993;0,40383;1,00000;0,49003;0,51514
SERIE HISTÓRICA;1994;2507;Ouro Preto;;;0,07;47,03;;;;142,02;;0,00;0,00;;22,29;8,56;;;96,67;68,34;3,78;;147,10;;;0,07;;;;0,00;;;;;29,97;;25,89;82,50;0,82638;0,48090;0,48729;;0,56953;0,74892;0,94377;0,28729;0,26646;0,66076;0,79570;0,47814;0,50830;;0,56953;0,74892;0,94377;0,41540;0,39375;0,66076;0,56787;0,60000
SERIE HISTÓRICA;1994;2509;Säo Francisco;;;0,00;168,70;;;;523,13;;0,00;0,00;;24,57;4,84;;;98,96;89,99;22,76;;146,10;;;0,20;;;;3,99;;;;;171,69;;76,82;215,82;0,93738;0,34788;0,35440;;0,50740;0,77827;0,94266;0,62313;0,69642;0,94705;0,92504;0,48189;0,39010;;0,50740;0,77827;0,94266;0,57904;0,66351;0,94705;0,66581;0,66369
SERIE HISTÓRICA;1994;2510;Confisco;;;0,00;0,00;;;;385,47;;0,00;0,00;;1,88;0,35;;;99,00;0,00;0,00;;153,10;;;0,70;;;;0,00;;;;;42,11;;279,86;896,88;0,03276;0,00000;0,48646;;0,06489;0,47424;0,95000;0,25000;0,09103;0,99999;0,04902;0,18213;0,49642;;0,06489;0,47424;0,95000;0,30581;0,17535;0,99999;0,35032;0,37547
SERIE HISTÓRICA;1994;2601;Mantiqueira/Sesc;;;0,00;0,46;;;;110,15;;19,31;60,45;;8,30;3,81;;;98,96;57,17;2,86;;146,10;;;0,05;;;;0,00;;;;;11,98;;7,87;30,16;0,40475;0,04903;0,78008;;0,26000;0,60637;0,94266;0,15613;0,08341;0,29441;0,40709;0,15783;0,77426;;0,26000;0,60637;0,94266;0,19878;0,13839;0,29441;0,40832;0,42303
SERIE HISTÓRICA;1994;2602;Serra Verde;;;0,00;6,30;;;;128,27;;15,91;0,00;;8,24;5,96;;;99,67;65,39;0,79;;151,10;;;0,05;;;;0,00;;;;;15,36;;19,64;66,59;0,21051;0,09972;0,47185;;0,27896;0,73569;0,94800;0,15727;0,03806;0,56260;0,21352;0,23501;0,48211;;0,27896;0,73569;0,94800;0,21080;0,12035;0,56260;0,39682;0,41900
SERIE HISTÓRICA;1994;2603;Piratininga;;;0,00;18,75;;;;176,12;;19,45;78,65;;12,52;5,27;;;99,54;62,51;5,10;;146,10;;;0,07;;;;0,00;;;;;14,95;;6,69;24,47;0,46265;0,06477;0,79482;;0,36534;0,62397;0,94266;0,19381;0,08702;0,26636;0,46528;0,16939;0,79371;;0,36534;0,62397;0,94266;0,23801;0,14367;0,26636;0,44177;0,45740
SERIE HISTÓRICA;1994;2604;Jardim Europa;;;0,00;4,84;;;;103,97;;13,65;0,00;;13,64;5,48;;;99,61;77,55;3,75;;146,10;;;0,04;;;;0,00;;;;;10,91;;13,27;42,95;0,48108;0,07223;0,48024;;0,38876;0,62476;0,94266;0,16114;0,02767;0,42539;0,50735;0,20951;0,54731;;0,38876;0,62476;0,94266;0,25238;0,12073;0,42539;0,40878;0,44673
SERIE HISTÓRICA;1994;2605;Venda Nova;;;0,00;22,69;;;;279,22;;80,58;68,05;;17,40;5,53;;;98,66;78,49;20,04;;148,10;;;0,15;;;;2,95;;;;;44,94;;24,74;78,60;0,70448;0,21079;0,85185;;0,44886;0,63090;0,94486;0,69184;0,59779;0,64823;0,65193;0,30509;0,79417;;0,44886;0,63090;0,94486;0,53311;0,50863;0,64823;0,64657;0,60567
SERIE HISTÓRICA;1994;2606;Céu Azul;;;0,00;4,23;;;;260,24;;33,71;62,65;;9,93;4,42;;;98,45;57,75;4,58;;150,10;;;0,04;;;;0,00;;;;;14,11;;15,34;51,96;0,42162;0,08190;0,81731;;0,30244;0,60455;0,94698;0,13852;0,11781;0,47873;0,42357;0,21415;0,81726;;0,30244;0,60455;0,94698;0,18761;0,18246;0,47873;0,43961;0,45771
SERIE HISTÓRICA;1994;2607;Copacabana;;;0,00;5,18;;;;165,40;;50,22;81,55;;10,85;5,10;;;100,00;56,96;3,12;;135,10;;;0,04;;;;0,00;;;;;17,62;;5,60;23,95;0,43127;0,04653;0,84361;;0,33039;0,62285;0,92889;0,14132;0,07424;0,24122;0,47049;0,19268;0,82786;;0,33039;0,62285;0,92889;0,21597;0,16072;0,24122;0,42650;0,45194
SERIE HISTÓRICA;1994;2608;Säo Joäo Batista;;;0,00;1,48;;;;56,75;;0,00;0,00;;13,27;5,89;;;100,00;62,59;4,16;;145,10;;;0,00;;;;0,00;;;;;14,81;;27,20;87,02;0,36388;0,11923;0,43062;;0,38811;0,74299;0,94153;0,00121;0,08627;0,66842;0,45536;0,26515;0,54858;;0,38811;0,74299;0,94153;0,14458;0,21547;0,66842;0,41776;0,47907
SERIE HISTÓRICA;2000;1801;Bairro das Indústrias;;;0,00;17,95;;;;123,82;;113,13;67,96;;26,52;4,45;;;100,00;99,77;35,89;;147,10;;;0,00;;;;0,93;;;;;315,45;;34,12;110,55;0,57793;0,01858;0,87870;;0,50633;0,79887;0,94377;0,05472;0,56666;0,74998;0,55881;0,09333;0,87749;;0,50633;0,79887;0,94377;0,15932;0,56552;0,74998;0,58909;0,60416
SERIE HISTÓRICA;2000;1802;Lindéia;;;0,00;9,62;;;;153,94;;113,04;70,82;;16,10;4,19;;;99,90;99,53;4,07;;105,10;;;0,04;;;;0,00;;;;;64,87;;3,85;18,73;0,29953;0,01023;0,88756;;0,39777;0,78698;0,87210;0,12894;0,20173;0,17172;0,30848;0,09761;0,88754;;0,39777;0,78698;0,87210;0,20960;0,38773;0,17172;0,46404;0,49913
SERIE HISTÓRICA;2000;1803;Barreiro de Baixo;;;0,00;53,97;;;;180,98;;93,38;75,83;;40,08;6,75;;;99,77;98,16;10,38;;104,10;;;0,05;;;;1,71;;;;;21,98;;5,51;18,41;0,40375;0,28335;0,89701;;0,67939;0,77212;0,86957;0,51065;0,45332;0,23378;0,40224;0,28181;0,89644;;0,67939;0,77212;0,86957;0,48211;0,62394;0,23378;0,61868;0,63322
SERIE HISTÓRICA;2000;1804;Barreiro de Cima;;;0,00;3,72;;;;97,21;;46,01;52,60;;13,59;3,92;;;99,12;98,39;6,87;;94,10;;;0,07;;;;0,18;;;;;83,80;;5,13;19,12;0,12755;0,05869;0,80742;;0,35626;0,78005;0,84138;0,54731;0,22887;0,14951;0,14215;0,12630;0,81162;;0,35626;0,78005;0,84138;0,48042;0,36374;0,14951;0,48988;0,49910
SERIE HISTÓRICA;2000;1805;Jatobá;;;0,02;1,60;;;;154,97;;54,33;59,34;;8,28;2,61;;;99,76;97,38;6,30;;91,10;;;0,08;;;;0,00;;;;;55,29;;4,47;17,55;0,19075;0,01176;0,83832;;0,23980;0,77970;0,83179;0,19358;0,17683;0,15556;0,19611;0,09163;0,83828;;0,23980;0,77970;0,83179;0,24962;0,33614;0,15556;0,41993;0,44812
SERIE HISTÓRICA;2000;1806;Cardoso;;;0,00;7,64;;;;158,94;;91,80;50,75;;18,89;5,37;;;99,89;99,86;12,44;;88,10;;;0,06;;;;0,00;;;;;152,19;;10,29;34,15;0,31460;0,00818;0,84115;;0,46503;0,78295;0,82162;0,17078;0,29545;0,34565;0,31937;0,08143;0,84078;;0,46503;0,78295;0,82162;0,25788;0,41734;0,34565;0,49779;0,52593
SERIE HISTÓRICA;2000;1807;Olhos D'água;;;0,00;0,00;;;;101,04;;0,00;0,00;;6,11;2,12;;;97,55;91,85;106,62;;150,10;;;0,18;;;;0,00;;;;;106,44;;69,51;223,53;0,40226;0,00000;0,47531;;0,18881;0,81324;0,94698;0,24083;0,17040;0,94040;0,40104;0,04589;0,47543;;0,18881;0,81324;0,94698;0,26394;0,20819;0,94040;0,46208;0,47076
SERIE HISTÓRICA;2000;1901;Barro Preto;;;0,63;674,31;;;;231,63;;243,21;53,40;;58,26;14,06;;;100,00;100,00;416,28;;99,10;;;0,16;;;;22,13;;;;;608,70;;21,47;95,50;0,71270;0,81155;0,63537;;0,88938;0,86647;0,85617;0,98311;0,99935;0,77328;0,67603;0,64993;0,73524;;0,88938;0,86647;0,85617;0,79787;0,98531;0,77328;0,84960;0,82732
SERIE HISTÓRICA;2000;1902;Centro;;;3,06;1813,88;;;;452,86;;345,70;64,68;;62,12;13,26;;;100,00;100,00;184,60;;0,00;;;0,00;;;;39,59;;;;;1088,96;;0,00;0,00;0,99059;0,66666;0,89268;;0,89333;0,85982;0,00000;0,60621;1,00000;0,14916;0,98197;0,58301;0,88442;;0,89333;0,85982;0,00000;0,58274;0,88935;0,14916;0,73800;0,71827
SERIE HISTÓRICA;2000;1903;Francisco Sales;;;2,03;629,93;;;;643,49;;653,13;80,69;;61,39;13,24;;;100,00;100,00;280,39;;74,10;;;0,12;;;;19,11;;;;;1,19;;9,77;51,12;0,98230;0,81245;0,91635;;0,89114;0,84637;0,76541;0,97298;0,75239;0,56869;0,96543;0,64195;0,91188;;0,89114;0,84637;0,76541;0,75906;0,74010;0,56869;0,85334;0,81499
SERIE HISTÓRICA;2000;1904;Savassi;;;1,33;552,25;;;;580,48;;578,24;72,53;;84,58;16,38;;;99,78;100,00;57,13;;0,00;;;0,00;;;;22,36;;;;;263,53;;0,00;0,00;0,78632;0,96855;0,89992;;0,95352;0,82936;0,00000;0,69886;0,98493;0,06717;0,76015;0,35181;0,89325;;0,95352;0,82936;0,00000;0,65811;0,96058;0,06717;0,74267;0,71282
SERIE HISTÓRICA;2000;1905;Prudente de Morais;;;0,17;76,79;;;;284,16;;154,78;74,28;;65,22;13,08;;;99,97;99,95;123,71;;105,10;;;0,06;;;;5,17;;;;;118,32;;16,47;44,92;0,47030;0,21328;0,89754;;0,89891;0,84513;0,87210;0,60601;0,72047;0,41321;0,43693;0,31313;0,86324;;0,89891;0,84513;0,87210;0,54676;0,68169;0,41321;0,73337;0,71667
SERIE HISTÓRICA;2000;1906;Santo Antônio;;;0,25;177,89;;;;293,17;;180,61;85,10;;64,58;13,11;;;99,94;100,00;75,43;;47,10;;;0,04;;;;2,46;;;;;72,06;;5,65;14,34;0,35931;0,21749;0,92631;;0,89780;0,83149;0,60212;0,36687;0,56282;0,21266;0,43074;0,31736;0,89623;;0,89780;0,83149;0,60212;0,36684;0,56138;0,21266;0,64006;0,64469
SERIE HISTÓRICA;2000;1907;Anchieta/Sion;;;0,19;48,31;;;;107,47;;38,86;60,17;;67,68;12,97;;;100,00;99,94;53,33;;0,10;;;0,00;;;;2,10;;;;;64,95;;2,18;6,36;0,49952;0,27683;0,82123;;0,90297;0,82686;0,00195;0,43285;0,54496;0,13376;0,47978;0,27591;0,82055;;0,90297;0,82686;0,00195;0,42923;0,54444;0,13376;0,59854;0,59628
SERIE HISTÓRICA;2000;1908;Serra;;;0,22;56,90;;;;247,08;;68,18;67,23;;69,07;12,39;;;100,00;99,99;101,52;;95,10;;;0,04;;;;1,74;;;;;70,96;;8,78;36,53;0,39516;0,34231;0,87437;;0,89898;0,85385;0,84446;0,68940;0,53195;0,32029;0,39510;0,33661;0,85331;;0,89898;0,85385;0,84446;0,63856;0,53190;0,32029;0,71128;0,70124
SERIE HISTÓRICA;2000;1909;Mangabeiras;;;0,14;6,88;;;;46,55;;20,36;36,63;;59,81;7,30;;;99,48;99,48;30,54;;141,10;;;0,00;;;;2,87;;;;;88,90;;53,60;163,90;0,07618;0,07848;0,69821;;0,76463;0,84715;0,93677;0,63623;0,67206;0,86973;0,09759;0,17014;0,71057;;0,76463;0,84715;0,93677;0,58861;0,65934;0,86973;0,68666;0,68467
SERIE HISTÓRICA;2000;1910;Säo Bento/Sta. Lúcia;;;0,23;73,71;;;;121,43;;0,00;0,00;;51,51;8,91;;;99,93;99,86;27,45;;129,10;;;0,08;;;;0,76;;;;;100,10;;21,45;83,19;0,54052;0,16178;0,47828;;0,79117;0,84335;0,92003;0,66078;0,33031;0,56225;0,50559;0,24646;0,55851;;0,79117;0,84335;0,92003;0,56324;0,54125;0,56225;0,64219;0,66191
SERIE HISTÓRICA;2000;1911;Belvedere;;;2,32;264,74;;;;37,50;;72,16;95,51;;75,30;11,76;;;100,00;100,00;58,31;;136,10;;;0,00;;;;6,34;;;;;276,78;;74,96;234,32;0,67996;0,48504;0,84614;;0,90060;0,88605;0,93027;0,35546;0,79907;0,95111;0,64409;0,45352;0,83858;;0,90060;0,88605;0,93027;0,45842;0,73986;0,95111;0,77956;0,78266
SERIE HISTÓRICA;2000;1912;Barragem;;;0,13;0,00;;;;46,99;;0,00;0,00;;0,36;0,06;;;87,50;91,67;18,75;;149,10;;;0,07;;;;0,00;;;;;8,74;;24,98;84,68;0,01386;0,06770;0,42053;;0,01458;0,77791;0,94593;0,17852;0,02241;0,47532;0,18652;0,16727;0,56705;;0,01458;0,77791;0,94593;0,34918;0,31686;0,47532;0,32452;0,41665
SERIE HISTÓRICA;2000;1913;Cafezal;;;0,00;0,54;;;;90,50;;0,00;0,00;;1,49;0,35;;;98,98;98,64;12,15;;148,10;;;0,06;;;;0,00;;;;;19,20;;10,22;37,58;0,03016;0,00059;0,46727;;0,05398;0,79539;0,94486;0,16956;0,04662;0,27578;0,13556;0,13217;0,56813;;0,05398;0,79539;0,94486;0,40610;0,39960;0,27578;0,32572;0,42315
SERIE HISTÓRICA;2000;2001;Instituto Agronômico;;;0,14;36,12;;;;78,39;;65,34;52,93;;33,45;8,37;;;100,00;99,78;38,73;;66,10;;;0,05;;;;0,23;;;;;72,15;;6,89;16,74;0,29697;0,36847;0,81829;;0,68226;0,80501;0,72566;0,15717;0,33671;0,23818;0,35599;0,35964;0,81828;;0,68226;0,80501;0,72566;0,30569;0,64588;0,23818;0,53656;0,59582
SERIE HISTÓRICA;2000;2002;Boa Vista;;;0,00;4,34;;;;184,60;;76,17;63,41;;21,12;4,43;;;99,85;99,00;26,89;;54,10;;;0,06;;;;0,00;;;;;92,19;;4,34;21,88;0,30471;0,00470;0,86942;;0,46135;0,80289;0,65305;0,17703;0,28748;0,22615;0,32443;0,11052;0,83162;;0,46135;0,80289;0,65305;0,28651;0,48655;0,22615;0,48190;0,51897
SERIE HISTÓRICA;2000;2003;Floresta/Santa Tereza;;;0,09;154,19;;;;253,70;;169,27;70,99;;42,03;8,96;;;99,98;99,83;35,25;;34,10;;;0,00;;;;1,48;;;;;130,94;;4,44;10,01;0,42863;0,48815;0,90624;;0,75097;0,80443;0,48688;0,31693;0,57301;0,18153;0,42781;0,45736;0,90600;;0,75097;0,80443;0,48688;0,55940;0,57231;0,18153;0,60219;0,63504
SERIE HISTÓRICA;2000;2004;Pompéia;;;0,00;31,51;;;;143,20;;78,42;70,14;;26,07;5,50;;;100,00;99,00;50,52;;90,10;;;0,04;;;;0,00;;;;;137,73;;11,43;40,94;0,36006;0,20634;0,87658;;0,54373;0,83356;0,82847;0,13700;0,33373;0,38280;0,40480;0,28597;0,86373;;0,54373;0,83356;0,82847;0,27016;0,52228;0,38280;0,53847;0,58215
SERIE HISTÓRICA;2000;2005;Taquaril;;;0,05;0,38;;;;99,43;;5,34;73,77;;3,96;1,08;;;98,53;88,66;34,61;;132,10;;;0,10;;;;0,00;;;;;32,80;;5,22;30,43;0,08432;0,09593;0,70811;;0,12576;0,80420;0,92459;0,21185;0,07429;0,19525;0,11937;0,18975;0,72308;;0,12576;0,80420;0,92459;0,30417;0,28938;0,19525;0,38046;0,42461
SERIE HISTÓRICA;2000;2006;Santa Efigênia;;;0,12;38,23;;;;130,73;;56,76;78,88;;25,77;6,14;;;99,70;99,50;34,00;;57,10;;;0,07;;;;0,00;;;;;107,18;;5,03;20,00;0,32803;0,36173;0,86905;;0,56111;0,81783;0,67283;0,40758;0,29493;0,21682;0,46649;0,35375;0,85689;;0,56111;0,81783;0,67283;0,40612;0,51566;0,21682;0,54966;0,58299
SERIE HISTÓRICA;2000;2007;Baleia;;;0,00;0,00;;;;92,10;;0,00;0,00;;5,48;1,33;;;98,84;92,17;20,95;;150,10;;;0,12;;;;0,00;;;;;8,19;;39,88;147,91;0,09093;0,00000;0,46615;;0,16111;0,62685;0,94698;0,22174;0,02108;0,84011;0,12386;0,10711;0,49418;;0,16111;0,62685;0,94698;0,32212;0,25802;0,84011;0,37191;0,42152
SERIE HISTÓRICA;2000;2008;Mariano de Abreu;;;0,00;0,00;;;;0,00;;0,00;0,00;;5,13;2,69;;;98,27;60,49;29,33;;148,10;;;0,19;;;;0,00;;;;;0,00;;73,09;242,82;0,01414;0,00000;0,00000;;0,17337;0,63579;0,94486;0,24280;0,00000;0,95295;0,04444;0,10285;0,24251;;0,17337;0,63579;0,94486;0,33977;0,28850;0,95295;0,31853;0,40087
SERIE HISTÓRICA;2000;2009;Santa Inês;;;0,00;43,99;;;;192,38;;27,51;95,85;;34,28;7,45;;;99,62;97,81;34,12;;115,10;;;0,21;;;;0,00;;;;;105,14;;38,39;117,16;0,26676;0,35165;0,83520;;0,66679;0,83171;0,89483;0,26288;0,32795;0,79535;0,29420;0,34450;0,83520;;0,66679;0,83171;0,89483;0,34530;0,48750;0,79535;0,60769;0,63876
SERIE HISTÓRICA;2000;2101;Capitäo Eduardo;;;0,00;0,00;;;;71,20;;77,63;81,08;;0,14;0,03;;;100,00;33,33;74,49;;151,10;;;0,00;;;;0,00;;;;;77,24;;43,57;166,39;0,02443;0,00000;0,87722;;0,00596;0,77375;0,94800;0,00000;0,14104;0,86401;0,02553;0,06641;0,87187;;0,00596;0,77375;0,94800;0,05625;0,23561;0,86401;0,39966;0,41932
